feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,category,region,target
-1.5050697850985015,-3.353354188616198,-0.5748744326846628,4.870530313776212,13.728491659411356,12.370364471813998,-1.5901622298689078,-5.727282843407506,0.6257851987619588,4.139428890411427,0.2826866779549062,-2.5340642942547342,3.1948376144245625,2.6123562322069716,-0.04586790460368504,-5.067039094861528,-3.17496500486724,-4.412014346263291,4.150450283727814,1.3645749658328925,3.0236040947280425,10.200065860822281,-7.378726035088041,0.9816531205650708,-3.287839940673762,B,West,2
2.780590782777444,0.21954550413169027,0.961960427281256,,-3.2102472717559554,-0.4868878791281954,0.4955213601123435,0.5227487183500656,0.9892687390724372,-1.0186327202977374,2.8592106641869908,0.14831627460439334,-2.353286438294522,-0.8114435351548793,-2.130344782576809,1.6151166941201303,2.3587116723453185,0.11610938896957079,1.5936150653928736,-1.563191408907901,-4.478811461390418,-5.365241524212908,-4.221533296622334,-3.3017170002943566,0.31164217195291966,A,East,0
-2.677452634452563,-2.065931308491652,-0.4302517366635781,2.157181425524472,-9.65305817526729,-6.532015890570879,-2.0418387463061527,0.5440571521866424,0.337115051851435,-4.324640703288712,-1.7629820168631172,3.369681153923036,-7.042259665149769,-1.5302436595809503,1.2119750698999783,2.491213072363059,1.629287673958621,1.7663240242430542,-2.275026669536952,-2.557754586271355,-2.583733123791025,0.6450312301434524,-3.32725221249446,1.9319494815615013,0.6253857951588162,B,West,0
0.0015494889811349388,-0.769525482698613,-1.187546803870419,,-2.687463145940207,-8.119642243105536,-4.588957209161229,3.0205472781882037,-1.0458108816631817,1.4498457295640077,0.5234108913942646,1.5847824629278107,-0.5443427239778269,1.3208143223352178,0.5389161948747215,1.8136496261107864,2.5535504011305017,-0.8264385561246603,1.197782927985762,1.8759238229573973,0.6485949022550508,-6.72003510376179,2.4963921219003544,-3.153339108664651,3.2856064244425522,B,West,1
-3.6074680118467253,-0.03948826512525261,0.8856700461463075,0.9903545049633502,-7.3848783883943465,3.457660935257902,-0.5101383989509147,0.8392701630890604,-1.6996378910882664,11.076421166277271,1.5703197432478104,-1.226103664512503,2.571906550706248,-0.4859244686828371,-1.7334817761588135,-0.8773314585998523,0.6467103674333974,2.2358721692149235,-3.4494015354476386,-3.3441798699677228,5.095825587092878,6.516225645366465,6.891844773171161,-0.0698535993364171,2.7503638879872443,A,South,2
0.2672633854559616,3.6632892006380744,1.5797690353613603,0.37729159520178845,14.215706810165596,0.3128950811419458,-2.1306682098895275,-2.2554180796380927,0.5755123973323443,-1.0221133348030351,3.317997015741573,-4.633001162783401,2.66410959371003,-0.09878694198814908,-2.7947652822843243,-1.7650569613263465,4.434458794295571,-1.120747245188455,-1.209201210083251,4.809678774433332,-2.956676041139091,3.321186045411132,-12.100388947407074,3.069777429042602,-1.7205101404527934,B,West,0
-2.3303815601083424,1.0574936729664284,0.9285133011982721,3.2150567677652737,-0.3686128389430292,4.046033969343314,-1.4443186940092714,-0.04584036815631287,-2.101900678839558,11.712785496336373,2.8439863831944687,-0.5081219812619775,-0.2490751219078564,-2.661161538830313,0.3985621479874364,-2.5151011882443894,4.143513304956681,1.8944156579657276,-3.4600346046815673,-2.0778327133298244,1.2130806223030186,6.753020534054055,-5.418589060509357,3.2367600253305393,2.557781307149737,B,West,2
1.2478922436299233,1.627030397874678,0.11396550459792089,-4.603356759272331,3.750266371735084,-7.4357685911057265,2.2891982661106725,-0.15305944043344133,-0.09506233391450661,-4.491291251516179,0.5769173236915359,1.0507506761144547,0.6592554550096599,-0.23429665995466054,0.8060334426298389,1.922515488191835,5.153672789609757,-1.0884377403092647,-2.071226916576416,2.7211281538760135,0.209902716453507,-7.24364422191997,-0.6123155110055999,0.33710196306092555,-3.0910413146849613,A,East,1
-2.5277941733357405,0.6548004820284608,0.8628242522434632,0.711910568926674,1.7490520906599594,8.450863035276504,-1.8469880254634101,-0.7050474337871916,-0.7236388048171568,13.77994553448007,2.180857651506224,-3.699896478702281,2.796679834860549,-1.3508706694932715,0.6560561534167394,-5.043811009355178,-1.4298409295106997,2.545662415772033,0.920885802335832,-1.4757383791337917,1.2747021269136365,10.599358485426086,-5.124129005628453,3.109886737207566,0.93920819547563,C,South,2
-0.48533897098093437,5.289709245473243,0.8210142098718105,-1.670243268366911,2.802164874086249,-3.3306042649935916,-3.164566391290103,-3.1684204395523894,-0.03647457854130312,-8.689395338526646,1.0317902601706375,-1.603248899514767,1.4250982291896657,2.9339583183516513,-0.7076236015767652,1.9963535312605787,1.6035435908497386,-0.3516479945155009,1.0490082040821598,0.28745111178505167,-1.9465133273016098,-8.62519452973062,0.4782968325082752,-4.941012407081147,-0.74491642707469,B,South,1
0.7418374569693886,0.26226701479905756,-1.0875694363005028,1.0855902329274782,6.867515323346342,-0.474013975702456,0.43106843092473524,-2.391164771315813,-1.0900758084940654,-5.1084055206964525,-0.4090915546554559,1.6185311374289317,1.0098015455008436,1.0700195651610458,-0.4477714077986585,0.2782350043490426,0.9110830682254922,-3.0331328458203592,0.07152091806604022,-0.0641380340400215,-2.094428615010604,-0.7521593331478146,-1.4251053748693339,-0.046042737512119736,-2.1579294169099126,B,West,0
2.175236318534692,-2.817293698372434,0.4304071874249898,-0.9688844841358055,-4.905842744006882,0.03110260867185894,2.8264357406981264,-0.1789281356333483,0.11060983149444753,-1.8588959407850676,-3.705514156384951,0.2854739668410231,2.704298172577056,0.7171961084778957,0.8242072336936462,2.814001100389142,1.080797699471805,1.1754746628593622,-2.1628175490325834,-2.2842800833593095,0.31538210917232956,-7.752517473883217,9.882185292200248,-5.400945536256528,1.7670869752407343,C,North,2
2.0276483739140625,-2.131652780943246,-1.1158205672208146,-2.2826462164168344,-0.4356978622977847,-1.8950644742968885,0.6224884443954148,1.9727612870156044,-0.5324527319770203,8.286887188475147,-1.6071240184402562,3.4055582489900478,0.8511392422378438,0.30614664643915657,-0.18753273927624042,-0.890651375099075,2.00563388682285,-0.9874827049211845,-0.10967648742889513,0.40006832737374143,1.2714152131056902,-4.94941688230134,0.889782908702513,1.611900331272444,3.6816185645879713,C,East,1
