feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,category,region,target
0.9813590269646533,-1.8088625076978735,-0.878786888332108,1.0516916687060558,1.2471970259419103,-0.5917684758512181,0.26010885707631287,-1.2829718121953446,1.0928173709025788,0.11653549019336618,C,South,1
-1.0420399372213205,-0.8311487844873418,1.238362832510111,-0.9905585100158701,2.555734144480311,1.2358226283750238,-0.5669336186326999,-1.8872882390483139,-0.6665639995478927,-1.600386680061968,B,East,1
-0.07672488974471658,-1.2822088527111768,1.4981952869151478,-2.131088106510065,2.7474129074162654,0.019215117945769133,0.4521156599358775,0.22551561819829158,-1.0476959028330648,-2.1450509849127517,C,East,1
-0.024139766467103807,1.9043658575301563,0.031966559270127905,-1.46275147895374,-0.5545285833498298,-0.14376904459237805,-3.4925648673155063,1.0136486512589173,2.077267449826447,0.4949706075201955,C,North,0
-1.837398987727698,0.7388991055289933,1.3141518113477852,-5.489325969744096,-0.2125813196016991,4.923203313419936,-5.841928661987372,1.7165099678119076,0.05225733114237374,-2.933214016580847,B,West,0
3.879742342412386,-3.698152753628515,-1.235837741352225,2.397795527843313,-2.200196392392007,-1.003960021193201,-0.510901205285109,-0.4499728667589721,3.228532450476529,2.6606254989232734,C,East,1
0.25674873096992556,-3.436804254563579,-1.3527285378042933,-0.4714473520908007,4.590950815700093,-1.8301714040301968,4.99290035718263,2.3272306930064564,-1.3270273837238507,-3.318186355371898,A,West,1
-1.9470576482732604,0.36993600469710997,0.2085048211632423,-1.154471113275783,-0.9396033153183948,1.9089591289566723,-0.8709065619489841,2.4910043168235987,0.3588213199515773,-0.2876992599912376,B,South,0
0.07100614798926341,-0.7246387999075372,-0.13030659134911202,-0.8560663086866709,4.842405637391374,-2.0537679741905714,0.0943136176206623,-1.4015458532421683,0.7142510671627235,-1.4706881999246189,B,North,1
-3.813468237817509,1.819607682449832,0.010344015835761961,-0.18670844702880784,5.063835512940957,-2.969808707808148,-0.18243515396769378,0.39637329358571194,2.7728955312203922,1.2793872459172133,A,South,0
1.983585727396504,0.3154484953378993,0.4236731987495631,-0.8629180055853902,-4.885858082793964,3.186499945996087,-7.839041069337095,-4.222213897767258,2.5393640701236095,3.8829062693891645,A,South,1
2.1140288374377842,2.4869917684580134,-2.4819863357203054,0.0032123466073517015,-4.958310836273519,0.7468396926596732,-4.717350566320384,-0.8498961187528205,1.6725556236515486,2.5420765273980654,B,West,0
0.8601376482996723,-1.3392988993855162,-1.0402502669908051,-0.15269765842772443,-1.0067035140542322,1.5620268687370267,-2.7215034349991813,-2.277763887908561,1.1453656951692732,1.2529669382525501,C,North,1
0.41896750843328057,0.9810959662589807,-1.5645830261135425,-0.7772177858180136,2.907159460221326,-0.9677256197924419,-3.3643273560879905,-3.337663049338154,1.7441801273490312,-0.2350624133339353,B,West,1
-0.8305569532952819,-3.506555151832883,0.10295441698891143,0.548160538691113,4.103142455395705,-0.6567697574802883,4.26808977188849,0.781758235226917,-0.814542591069306,-2.173975487170483,B,North,1
1.2256949783300901,-1.2594111570877615,0.8231941026928866,0.40493674780293554,1.4083371166295635,-0.8280055515957059,-0.7232740978148221,-1.4531923463772765,1.350135490878921,0.08899693166666256,A,East,1
-3.616445486663219,2.177626937939939,0.8065820954107351,-2.245178724353904,3.2603933281394704,0.08339620698939199,-4.1854532799143565,1.5527903598137751,3.75958140657455,-0.0961212245597558,A,South,0
0.35568381467580124,0.83566045225861,0.21480752287701615,0.07001030553616316,-4.084792732412065,1.2043332415529788,-1.366882876646199,-0.03563018558819553,-0.2599741120058099,2.4782103917610447,C,South,0
-1.5523107390731283,0.8711586598293279,-2.8918325989502067,-1.4605986183440764,4.2742541191605445,-0.26857499501204696,-0.5849390539572432,-2.517185225214405,-0.9530101420588222,-1.912801314767092,B,South,1
0.605139960382514,2.784563251403367,0.15354863832074128,-1.443642779435669,5.510484405774151,-2.559307712875829,-3.953059713302822,-4.135237529508736,1.7495739587076806,-1.9944361132785073,B,West,1
0.5905131626829732,-1.3999300265876846,0.12913695314517243,-1.126936630053189,4.372084886546289,-2.487707414710529,1.5280916103866453,0.28209453315430566,0.10806598063339556,-1.7228531766106816,C,South,1
-0.972262987473064,1.9242552335020602,0.8586183980760154,0.9484981021980539,-2.4421059580936078,0.28095966582484033,-1.9772512854358166,0.7809803315436163,2.055015932952798,2.3845499642701626,C,South,0
1.7471138456468709,1.833030859998511,0.14589253591685813,-1.7784506735254806,4.544608852264148,-2.51479347888903,-6.2623825199255965,-4.35232924792287,3.829386294442293,-0.37371178605884936,A,West,1
3.3268708692056044,-1.5620983238456079,-0.8614046347829709,-0.5292177407475183,0.07579260745051747,-1.4495121944417648,-2.8941525955344227,-0.8357747512101888,2.898373992879143,1.0371099410247857,B,East,1
-2.8113688717538894,0.1957898713066264,-1.6114674308385473,-0.2790937935484932,-0.2187972735581024,0.9143701630761476,-0.06426480006402481,1.0258383774725361,0.5085036440109243,1.6746334209219127,A,West,0
0.9346978123912253,-4.845674821967892,-0.1826620398637007,0.8520879330889743,2.7073762794413856,-1.367253925061105,4.774435146585859,2.257131116907299,-0.07408632141873306,-1.4384887474540817,C,West,1
0.363252399635532,-1.077135924827143,1.1693940736962583,-2.5424064536678843,0.37843041629570023,1.5094266536172327,-2.5357347752135415,-0.9237662617198465,-0.10564630428178656,-0.3733944983764178,B,South,1
1.665771267038151,-0.3142818395654414,-0.6442818174485494,-2.1083120809507117,0.688212786405536,0.17600069413487862,-4.262844169303858,-1.7263333000448788,1.7283939884986728,0.0817767956545361,A,West,1
1.2876566249686823,0.5749022462829818,0.878195463753168,-0.9418354023279368,-0.9724697048758844,-2.8745130267212238,-0.3572827839729119,-0.622309354107873,0.11892464956023463,3.718585015978214,C,North,0
1.8808792887342989,-0.7076501651708773,1.3283905454118128,-0.34090328090437483,4.465640059608222,-3.001336453176814,0.02462796726889704,-0.4700334407062844,1.566550032509141,-2.2576812006620948,A,West,1
0.41690817465553753,-1.145011964471235,0.8602629714011955,-0.022137619051156854,-0.32240891205925376,1.0858142762898204,-1.8309323335055883,-2.3017736130281103,0.6783439409621965,1.113211023088084,C,West,1
-0.8038808391310339,-2.1221944780491317,1.1311512782861777,-2.0058409474120626,-0.5080575129338926,2.1105761661973963,1.455276192312434,1.2166287417665091,-2.5319813777577416,-0.7245995348569663,C,South,1
0.9782874737487139,2.5681974649182235,0.8655584487572417,0.1542737999656849,-0.15204957450928286,-2.8536443976558075,-3.348557289586275,-0.5134442812604298,3.4351972172087843,2.6309078305956213,B,South,0
-1.6370758112384647,3.0057020864140958,-0.20079499686862437,3.0685789094580356,-3.052323375937578,0.14003506312970293,-2.1558053922183613,-0.090294782539317,3.185847661322084,3.4552683767747028,C,East,0
-0.07600968485461523,-1.159262285534348,-1.4646020632506243,-0.6926625941427824,5.22732879087245,-1.915717854129141,1.8833049819685845,-0.4173392396228841,-0.3684760204164368,-2.8100447113020035,C,East,1
-2.081544833046013,-0.8809780540667005,-1.407042213542425,-2.6132839719192473,0.7176378693524149,1.3253000755842135,0.6456478388806076,2.3671152543518557,-1.2674086106067044,-0.6540761655808878,A,East,0
-2.3289935571033746,1.0789913370132092,-2.5803716559651195,-1.5498571245860695,0.8250730901025997,0.16809945546117067,-1.6497159596039348,0.6214501747452394,0.9666562260777336,1.2255326799522561,B,South,0
0.269329184296037,-2.3399448072108697,1.2117242984706877,-0.006734609682311765,3.7267219121733994,-1.4162202009095546,1.8846632057645425,-0.07634801901211086,0.345050533131793,-1.4437566153049364,B,West,1
1.7854564278155856,-0.8666674174377511,-0.9524352307904003,-3.433389055983941,-3.9102578938739474,2.9520400966865155,-5.1084381064770055,-0.3168127890817104,0.2912421580411009,1.5888919435876177,C,West,1
