feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
1.1142330745223,1.8232538837443035,0.9874531126976818,-1.0808506648165912,0.019558132918977678,-4.562982586769794,-1.057706283771393,0.7449155538195354,-2.4663422187819095,-0.7650971520282251,-1.7438911987728112,2.12300271072458,0
-0.9864699064811835,0.8061531814272688,-0.15921430483934854,1.9771550213552098,-2.596421635414412,3.6997925355334025,1.8149471876057675,0.6419601650446727,1.2247212283811062,0.5334526838246114,1.7801427953644597,0.18602082979396317,0
-1.0486430788055976,-0.21055269961829137,0.2575938606238543,-3.8171759753240178,0.2751892350292793,-7.237708488831325,1.5784032113426996,1.7283309603872465,-3.7014006464379703,-4.67185185195912,-2.1974552489048387,2.6707495370628918,0
1.6425424510016178,0.8597101732714576,-0.3656110090212175,-0.20315224265391318,2.4978496913699066,-2.1692713954903637,3.0561192935583663,-1.9824524716553418,1.4606897227023448,-2.9123305936403483,0.019177073033571634,0.3549598222274629,0
-0.41112217268528495,0.7619677267693288,-1.6044572658517375,-0.11234858371438516,-0.7886542237992096,3.7925375834829675,-2.173716010396043,1.9372988397265472,-0.112434904059915,2.695147794908709,3.4230559297382586,-1.1090070455337355,0
-1.597023995774876,2.1269789276661695,-0.7518055974906431,0.6348513851331605,2.997621364841791,-6.380680844856691,1.576346737929808,2.245841503491552,-2.2693406951441695,-3.2951556863168627,0.22367026563290193,4.562435187436481,0
-1.5282248533564522,1.5001768820197372,-1.646571565698065,0.11385215920851399,1.0438664910895505,-2.914289521752475,1.5205255942830622,-0.051861585941728405,-0.41489546182640513,-1.7318063527246834,-0.486475546860198,1.8372947380047486,0
0.20069698565236177,0.7470684387738185,1.3800315838449921,0.3067300907652559,-0.6661490581968057,-1.3063862881666992,-2.4265187490943445,-0.48616364001515966,-0.4784371332515553,1.2044217675404383,-0.02663755926634559,2.4232911569353037,1
-0.8895948985377163,2.222341476150131,1.7294670517292743,-3.246856099955588,3.1099086808998586,-8.013729620556045,4.277675651361996,1.1085134647453478,-2.6108824231425727,-5.4077966243875695,-2.2602579017258018,1.8920369999417535,0
-0.3532278267338046,-1.0067673437535047,-0.10618786104854232,3.2213525770365816,-2.274166229012886,-5.2758405948977325,-1.5920568603916663,-0.01674555618637119,-3.3071443319711604,-5.482313916413782,-2.99065966284984,-0.5737878862684815,0
-1.4358473892084034,0.899563452845671,-0.23120062526390545,0.8643464126706206,2.600303393079312,-0.535461989882887,1.1811656426374872,1.156771131066718,0.15793809129857045,0.24236723279779437,0.6245551232762612,0.7813114023691132,0
0.9325425553198583,1.3073954996046329,0.019354940924970265,3.597147993496927,-3.0776929391881613,-2.820692537509564,-1.0422998635119327,-0.027435026176868105,-1.7365657082739776,-0.7553667197062329,-2.966109812328493,2.4186467681929686,0
0.8431672040012158,3.4129224596816723,-1.078732899200186,-0.5097887593156221,-5.140860982758802,-1.181196561817117,-2.0075178583075437,0.022561167753214484,-2.005996939652002,0.8934033003141095,-1.0735790472753834,1.7171995511643172,1
-0.547876014847448,0.020728323229003642,-0.7319918925357974,0.6010847998481854,-1.2343392823410013,-0.8717768874772824,-0.5733206989493629,1.474856377992377,-1.962340968017139,-3.3975044808256527,1.3691375956621499,-2.0598922145992833,0
